institution,normalised_institution,latitude,longitude,country,country_code,region,taught_workshops,taught_workshop_dates,taught_workshops_per_year,domains,badges,badges_dates,swc-instructor,dc-instructor,lc-instructor,trainer,earliest_badge_awarded,year_earliest_badge_awarded,airport,airport_code,airport_latitude,airport_longitude
Earlham Institute,EARLHAM INSTITUTE,52.621740700000004,1.2189869,United Kingdom,GB,Eastern,"2017-10-10-norwich,2017-11-21-EI,2018-10-02-DC,2019-01-22-SWC,2019-03-05-earlham,2020-01-21-earlham,2020-06-30-earlham,2021-01-18-earlham,2021-03-01-earlham,2022-02-28-earlham-online,2022-01-24-earlham-online","2017-10-10,2017-11-21,2018-10-02,2019-01-22,2019-03-05,2020-01-21,2020-06-30,2021-01-18,2021-03-01,2022-02-28,2022-01-24","{2017: 2, 2018: 1, 2019: 2, 2020: 2, 2021: 2, 2022: 2}","['Computer science/electrical engineering', 'Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2017-09-20'],2017-09-20,,,,2017-09-20,2017,Norwich,NWI,52.675833,1.282778
Earlham Institute,EARLHAM INSTITUTE,52.621740700000004,1.2189869,United Kingdom,GB,Eastern,"2016-10-18-EI,2016-10-17-lincoln,2017-10-10-norwich,2017-11-21-EI,2018-10-02-DC,2019-01-22-SWC,2019-03-05-earlham,2020-03-03-earlham,2020-01-21-earlham","2016-10-18,2016-10-17,2017-10-10,2017-11-21,2018-10-02,2019-01-22,2019-03-05,2020-03-03,2020-01-21","{2016: 2, 2017: 2, 2018: 1, 2019: 2, 2020: 2}","['Computer science/electrical engineering', 'Mathematics/statistics']",['dc-instructor'],['2017-08-24'],,2017-08-24,,,2017-08-24,2017,Norwich,NWI,52.675833,1.282778
Teesside University,TEESSIDE UNIVERSITY,54.572089,-1.234709,United Kingdom,GB,North East,"2016-06-07-TGAC,2017-04-26-norwich,2018-01-25-swansea,2019-01-29-elixir-Ljubljana,2018-12-06-edinburgh-dc-genomics,2018-05-16-elixir-slovenia,2020-06-25-edinburgh-dc-genomics,2021-01-26-RutgersUniversity-dc-genomics","2016-06-07,2017-04-26,2018-01-25,2019-01-29,2018-12-06,2019-05-15,2020-06-25,2021-01-26","{2016: 1, 2017: 1, 2018: 2, 2019: 2, 2020: 1, 2021: 1}","['Genetics', ' genomics', ' bioinformatics', 'High performance computing', 'Medicine', 'Education']",['swc-instructor'],['2017-04-21'],2017-04-21,,,,2017-04-21,2017,Manchester,MAN,53.353611,-2.274722
,,,,United Kingdom,GB,North West,2016-11-07-manchester,2016-11-07,{2016: 1},,['swc-instructor'],['2016-08-29'],2016-08-29,,,,2016-08-29,2016,Manchester,MAN,53.353611,-2.274722
University College London,UNIVERSITY COLLEGE LONDON,51.524774,-0.133401,United Kingdom,GB,London,,,,"['Genetics', ' genomics', ' bioinformatics']","['swc-instructor', 'dc-instructor']","['2016-12-08', '2016-12-08']",2016-12-08,2016-12-08,,,2016-12-08,2016,London Gatwick,LGW,51.148056,-0.190278
Public Health England,PUBLIC HEALTH ENGLAND,51.5015303,-0.1087108,United Kingdom,GB,London,,,,"['Mathematics/statistics', 'Medicine']",['swc-instructor'],['2016-12-08'],2016-12-08,,,,2016-12-08,2016,London Heathrow,LHR,51.4775,-0.46138900000000005
The John Innes Centre,THE JOHN INNES CENTRE,52.622271,1.221381,United Kingdom,GB,Eastern,,,,"['Genetics', ' genomics', ' bioinformatics', 'Mathematics/statistics', 'High performance computing', 'Physics']",['swc-instructor'],['2017-02-23'],2017-02-23,,,,2017-02-23,2017,Norwich,NWI,52.675833,1.282778
University of Dundee,UNIVERSITY OF DUNDEE,56.4572,-2.97848,United Kingdom,GB,Scotland,"2017-01-09-dundee,2018-09-05-dundee,2018-03-20-dundee","2017-01-09,2018-09-05,2018-03-20","{2017: 1, 2018: 2}",,['swc-instructor'],['2018-10-22'],2018-10-22,,,,2018-10-22,2018,Dundee,DND,56.4525,-3.025833
Met Office,MET OFFICE,50.727421,-3.4723379999999997,United Kingdom,GB,South West,,,,,['swc-instructor'],['2017-03-16'],2017-03-16,,,,2017-03-16,2017,Exeter,EXT,50.734444,-3.4138889999999997
Met Office,MET OFFICE,50.727421,-3.4723379999999997,United Kingdom,GB,South West,,,,"['Planetary sciences (geology', ' climatology', ' oceanography', ' etc.)']","['swc-instructor', 'dc-instructor']","['2017-02-23', '2017-02-23']",2017-02-23,2017-02-23,,,2017-02-23,2017,Exeter,EXT,50.734444,-3.4138889999999997
Met Office,MET OFFICE,50.727421,-3.4723379999999997,United Kingdom,GB,South West,,,,,['swc-instructor'],['2017-03-08'],2017-03-08,,,,2017-03-08,2017,Exeter,EXT,50.734444,-3.4138889999999997
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,"2017-03-13-oxford,2016-12-05-oxford","2017-03-13,2016-12-05","{2017: 1, 2016: 1}","['Organismal biology (ecology', ' botany', ' zoology', ' microbiology)', 'Social sciences']","['dc-instructor', 'swc-instructor']","['2017-01-16', '2017-01-16']",2017-01-16,2017-01-16,,,2017-01-16,2017,London Heathrow,LHR,51.4775,-0.46138900000000005
University of Leeds,UNIVERSITY OF LEEDS,53.808493999999996,-1.552797,United Kingdom,GB,Yorkshire and The Humber,"2016-06-27-leeds,2016-11-21-leeds,2016-09-14-leeds","2016-06-27,2016-11-21,2016-09-14",{2016: 3},"['Social sciences', 'Planetary sciences (geology', ' climatology', ' oceanography', ' etc.)']",['swc-instructor'],['2015-09-25'],2015-09-25,,,,2015-09-25,2015,Leeds,LBA,53.865832999999995,-1.6605560000000001
British Library,THE BRITISH LIBRARY,51.584516,-0.136804,United Kingdom,GB,London,"2017-07-26-Sheffield,2017-03-07-sheffield-lc,2018-05-14-edinburgh,2021-05-18-nhs-online","2017-07-26,2017-03-07,2018-05-14,2021-05-18","{2017: 2, 2018: 1, 2021: 1}","['Computer science/electrical engineering', 'Library and information science', 'Education']",['dc-instructor'],['2017-05-05'],,2017-05-05,,,2017-05-05,2017,Leeds,LBA,53.865832999999995,-1.6605560000000001
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,"2014-11-27-elixiruk-manchester,2018-08-18-ttt-LatinAmerica,2019-04-25-rosario,2020-09-21-RAL","2014-11-27,2018-08-18,2019-04-25,2020-09-21","{2014: 1, 2018: 1, 2019: 1, 2020: 1}","['Computer science/electrical engineering', 'Library and information science']",['swc-instructor'],['2017-08-24'],2017-08-24,,,,2017-08-24,2017,London Heathrow,LHR,51.4775,-0.46138900000000005
Microsoft,MICROSOFT,53.479046999999994,-2.2389650000000003,United Kingdom,GB,London,"2017-08-16-sheffield,2018-05-24-ttt-online,2019-04-15-elixir-france,2019-04-22-ttt-online_WesternEurope,2019-06-19-ttt-online-WesternEurope","2017-08-16,2018-05-24,2019-03-25,2019-04-22,2019-06-19","{2017: 1, 2018: 1, 2019: 3}","['Mathematics/statistics', 'Physics', 'Computer science/electrical engineering', 'Education', 'High performance computing']",['dc-instructor'],['2017-06-15'],,2017-06-15,,,2017-06-15,2017,Manchester,MAN,53.353611,-2.274722
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,,,,"['Psychology/neuroscience', 'Computer science/electrical engineering', 'Mathematics/statistics']",['swc-instructor'],['2017-10-03'],2017-10-03,,,,2017-10-03,2017,London Heathrow,LHR,51.4775,-0.46138900000000005
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,"2017-03-13-oxford,2017-02-13-oxford,2018-01-09-oxford","2017-03-13,2017-02-13,2018-01-09","{2017: 2, 2018: 1}","['Computer science/electrical engineering', 'Physics']",['swc-instructor'],['2017-07-14'],2017-07-14,,,,2017-07-14,2017,London Heathrow,LHR,51.4775,-0.46138900000000005
Bishop Grosseteste University,BISHOP GROSSETESTE UNIVERSITY,53.244036,-0.535716,United Kingdom,GB,East Midlands,"2017-07-26-Sheffield,2017-03-07-sheffield-lc","2017-07-26,2017-03-07",{2017: 2},"['Mathematics/statistics', 'Library and information science', 'Genetics', ' genomics', ' bioinformatics']",['dc-instructor'],['2017-06-01'],,2017-06-01,,,2017-06-01,2017,Manchester,MAN,53.353611,-2.274722
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,,,,['Computer science/electrical engineering'],['swc-instructor'],['2017-06-15'],2017-06-15,,,,2017-06-15,2017,London Heathrow,LHR,51.4775,-0.46138900000000005
University of Leeds,UNIVERSITY OF LEEDS,53.808493999999996,-1.552797,United Kingdom,GB,Yorkshire and The Humber,,,,"['Chemistry', 'Planetary sciences (geology', ' climatology', ' oceanography', ' etc.)']",['swc-instructor'],['2017-08-08'],2017-08-08,,,,2017-08-08,2017,Leeds,LBA,53.865832999999995,-1.6605560000000001
University of Southampton,THE UNIVERSITY OF SOUTHAMPTON,50.93418,-1.395675,United Kingdom,GB,South East,"2017-11-08-southampton-swc,2017-08-01-southampton-dc,2018-10-09-umea","2017-11-08,2017-08-01,2018-10-09","{2017: 2, 2018: 1}","['Civil', ' mechanical', ' chemical', ' or nuclear engineering', 'Genetics', ' genomics', ' bioinformatics']",['dc-instructor'],['2017-09-07'],,2017-09-07,,,2017-09-07,2017,Southampton,SOU,50.95,-1.356667
University of St Andrews,UNIVERSITY OF ST ANDREWS,56.341205,-2.793016,United Kingdom,GB,Scotland,"2018-11-27-standrews,2018-12-10-standrews,2019-05-02-standrews,2019-06-04-edinburgh,2019-09-23-standrews,2020-11-06-standrews,2021-05-07-standrews-online,2021-05-21-standrews-online,2021-11-29-standrews","2018-11-27,2018-12-10,2019-05-02,2019-06-04,2019-09-23,2020-11-06,2021-05-07,2021-05-21,2021-11-29","{2018: 2, 2019: 3, 2020: 1, 2021: 3}",,['swc-instructor'],['2017-11-27'],2017-11-27,,,,2017-11-27,2017,RAF Leuchars Airport,ADX,56.3728981,-2.8684399
Aberystwyth University,PRIFYSGOL ABERYSTWYTH,52.403488,-4.043595,United Kingdom,GB,Wales,"2018-04-10-Aberystwyth_shell,2018-04-24-Aberystwyth_git,2018-05-08-Aberystwyth_python,2019-11-19-aberystwyth,2019-11-06-aberystwyth,2020-06-09-supercomputingwales_python,2020-06-16-supercomputingwales_git,2020-05-26-supercomputingwales_unix,2021-11-11-aberystwyth-online-unixshell,2021-12-02-aberystwyth-online-git,2021-11-29-deep-learning-online,2021-11-18-aberystwyth-online-python","2018-04-10,2018-04-24,2018-05-08,2019-11-19,2019-11-06,2020-06-09,2020-06-16,2020-05-26,2021-11-11,2021-12-02,2021-11-29,2021-11-18","{2018: 3, 2019: 2, 2020: 3, 2021: 4}","['Computer science/electrical engineering', 'High performance computing']",['swc-instructor'],['2017-09-08'],2017-09-08,,,,2017-09-08,2017,Birmingham,BHX,52.453610999999995,-1.7477779999999998
University College London,UNIVERSITY COLLEGE LONDON,51.524774,-0.133401,United Kingdom,GB,London,"2017-07-25-UCL_software_carpentry,2017-09-25-UCL_software_carpentry,2017-12-14-UCL_software_carpentry,2018-04-25-UCL_software_carpentry","2017-07-25,2017-09-25,2017-12-14,2018-04-25","{2017: 3, 2018: 1}",['Psychology/neuroscience'],['swc-instructor'],['2017-09-13'],2017-09-13,,,,2017-09-13,2017,London Gatwick,LGW,51.148056,-0.190278
Imperial College London,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",51.500506,-0.17819400000000002,United Kingdom,GB,London,2019-04-15-Imperial,2019-04-15,{2019: 1},,['swc-instructor'],['2019-04-08'],2019-04-08,,,,2019-04-08,2019,,,,
University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,,,,"['Organismal biology (ecology', ' botany', ' zoology', ' microbiology)']",['dc-instructor'],['2017-12-05'],,2017-12-05,,,2017-12-05,2017,Edinburgh,EDI,55.95,-3.3725
University of Sheffield,UNIVERSITY OF SHEFFIELD,53.381409,-1.488709,United Kingdom,GB,Yorkshire and The Humber,"2017-07-26-Sheffield,2018-11-26-sheffield","2017-07-26,2018-11-26","{2017: 1, 2018: 1}",,['swc-instructor'],['2019-02-19'],2019-02-19,,,,2019-02-19,2019,East Midlands Airport,EMA,52.828193999999996,-1.334258
The University of Manchester,THE UNIVERSITY OF MANCHESTER,53.467943000000005,-2.233222,United Kingdom,GB,North West,"2017-11-06-manchester,2018-07-03-manchester,2018-05-15-swc-manchester","2017-11-06,2018-07-03,2018-05-15","{2017: 1, 2018: 2}","['Space sciences', 'Physics']",['swc-instructor'],['2017-12-05'],2017-12-05,,,,2017-12-05,2017,Manchester,MAN,53.353611,-2.274722
"Hartree Centre, STFC",SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,53.348725,-2.636473,United Kingdom,GB,South East,,,,"['Civil', ' mechanical', ' chemical', ' or nuclear engineering', 'Mathematics/statistics', 'Computer science/electrical engineering', 'Physics', 'High performance computing']",['dc-instructor'],['2018-01-24'],,2018-01-24,,,2018-01-24,2018,Manchester,MAN,53.353611,-2.274722
University of Strathclyde,UNIVERSITY OF STRATHCLYDE,55.861363,-4.244586,United Kingdom,GB,Scotland,,,,"['Civil', ' mechanical', ' chemical', ' or nuclear engineering']",['swc-instructor'],['2018-01-24'],2018-01-24,,,,2018-01-24,2018,Glasgow International Airport,GLA,55.8646,-4.43234
University of Sheffield; University of Leeds,UNIVERSITY OF SHEFFIELD,53.381409,-1.488709,United Kingdom,GB,Yorkshire and The Humber,,,,"['Psychology/neuroscience', 'Computer science/electrical engineering', 'Humanities']",['swc-instructor'],['2018-01-24'],2018-01-24,,,,2018-01-24,2018,Robin Hood Doncaster Sheffield Airport,DSA,53.4805378,-1.0106564
The University of Manchester,THE UNIVERSITY OF MANCHESTER,53.467943000000005,-2.233222,United Kingdom,GB,North West,,,,['Social sciences'],['dc-instructor'],['2017-12-05'],,2017-12-05,,,2017-12-05,2017,Manchester,MAN,53.353611,-2.274722
The University of Manchester,THE UNIVERSITY OF MANCHESTER,53.467943000000005,-2.233222,United Kingdom,GB,North West,"2018-07-19-ss-dc-manchester,2020-06-04-sfc-online,2019-11-28-Cranfield,2019-12-12-Manchester,2020-06-16-sfc-online,2020-07-01-sfc-online,2020-10-13-ssi-online","2018-07-19,2020-06-04,2019-11-28,2019-12-12,2020-06-16,2020-07-01,2020-10-13","{2018: 1, 2020: 4, 2019: 2}","['Social sciences', 'Humanities']",['dc-instructor'],['2018-03-23'],,2018-03-23,,,2018-03-23,2018,Manchester,MAN,53.353611,-2.274722
The University of Manchester,THE UNIVERSITY OF MANCHESTER,53.467943000000005,-2.233222,United Kingdom,GB,North West,,,,"['High performance computing', 'Computer science/electrical engineering']",['swc-instructor'],['2017-11-13'],2017-11-13,,,,2017-11-13,2017,Manchester,MAN,53.353611,-2.274722
The University of Manchester,THE UNIVERSITY OF MANCHESTER,53.467943000000005,-2.233222,United Kingdom,GB,North West,"2018-07-03-manchester,2018-03-08-manchester-swc","2018-07-03,2018-03-08",{2018: 2},"['Mathematics/statistics', 'Computer science/electrical engineering', 'Physics']",['swc-instructor'],['2017-12-05'],2017-12-05,,,,2017-12-05,2017,Bristol,BRS,51.3825,-2.718889
University of Cambridge,UNIVERSITY OF CAMBRIDGE,52.205317,0.11664200000000001,United Kingdom,GB,Eastern,,,,"['Planetary sciences (geology', ' climatology', ' oceanography', ' etc.)', 'Physics', 'High performance computing']",['dc-instructor'],['2017-12-22'],,2017-12-22,,,2017-12-22,2017,London Heathrow,LHR,51.4775,-0.46138900000000005
University of Cambridge,UNIVERSITY OF CAMBRIDGE,52.205317,0.11664200000000001,United Kingdom,GB,Eastern,2019-03-19-oxford,2019-03-19,{2019: 1},['Computer science/electrical engineering'],['dc-instructor'],['2018-02-01'],,2018-02-01,,,2018-02-01,2018,Stansted,STN,51.885,0.235
Earlham Institute,EARLHAM INSTITUTE,52.621740700000004,1.2189869,United Kingdom,GB,Eastern,"2017-10-10-norwich,2017-11-21-EI,2018-10-02-DC,2019-01-22-SWC,2019-03-05-earlham,2020-03-03-earlham,2020-01-21-earlham,2020-06-30-earlham,2022-02-28-earlham-online,2022-01-24-earlham-online","2017-10-10,2017-11-21,2018-10-02,2019-01-22,2019-03-05,2020-03-03,2020-01-21,2020-06-30,2022-02-28,2022-01-24","{2017: 2, 2018: 1, 2019: 2, 2020: 3, 2022: 2}","['Computer science/electrical engineering', 'Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2017-12-22'],2017-12-22,,,,2017-12-22,2017,Norwich,NWI,52.675833,1.282778
University of Southampton,THE UNIVERSITY OF SOUTHAMPTON,50.93418,-1.395675,United Kingdom,GB,South East,2017-11-08-southampton-swc,2017-11-08,{2017: 1},"['Social sciences', 'High performance computing', 'Mathematics/statistics', 'Education', 'Library and information science', 'Economics/business']",['swc-instructor'],['2018-03-08'],2018-03-08,,,,2018-03-08,2018,London Heathrow,LHR,51.4775,-0.46138900000000005
University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,"2017-09-26-oxford,2018-09-13-edinburgh,2019-02-18-edinburgh-business-school,2019-06-04-edinburgh,2019-11-15-edinburgh-library-carpentry,2020-04-29-sfc-online,2020-06-16-sfc-online,2020-11-25-edinburgh-dc-digital-humanities","2017-09-26,2018-09-13,2019-02-18,2019-06-04,2019-11-15,2020-04-29,2020-06-16,2020-11-25","{2017: 1, 2018: 1, 2019: 3, 2020: 3}",['Humanities'],['dc-instructor'],['2020-07-29'],,2020-07-29,,,2020-07-29,2020,,,,
University of Birmingham,UNIVERSITY OF BIRMINGHAM,52.448986,-1.930855,United Kingdom,GB,West Midlands,,,,"['Physics', 'Mathematics/statistics']",['swc-instructor'],['2018-03-01'],2018-03-01,,,,2018-03-01,2018,East Midlands Airport,EMA,52.828193999999996,-1.334258
University of Sheffield,UNIVERSITY OF SHEFFIELD,53.381409,-1.488709,United Kingdom,GB,Yorkshire and The Humber,"2017-10-12-oxford-swc,2018-10-17-oxford-swc,2018-11-26-sheffield","2017-10-12,2018-10-17,2018-11-26","{2017: 1, 2018: 2}","['Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2019-01-02'],2019-01-02,,,,2019-01-02,2019,Manchester,MAN,53.353611,-2.274722
University College London,UNIVERSITY COLLEGE LONDON,51.524774,-0.133401,United Kingdom,GB,London,"2017-12-14-UCL_software_carpentry,2018-04-25-UCL_software_carpentry,2018-06-26-UCL_software_carpentry,2018-09-26-UCL_software_carpentry,2018-11-07-UCL_software_carpentry,2019-07-15-UCL_software_carpentry","2017-12-14,2018-04-25,2018-06-26,2018-09-26,2018-11-07,2019-07-15","{2017: 1, 2018: 4, 2019: 1}","['Chemistry', 'Civil', ' mechanical', ' chemical', ' or nuclear engineering', 'Computer science/electrical engineering', 'Mathematics/statistics', 'High performance computing', 'Physics']",['dc-instructor'],['2019-01-02'],,2019-01-02,,,2019-01-02,2019,,,,
University College London,UNIVERSITY COLLEGE LONDON,51.524774,-0.133401,United Kingdom,GB,London,"2018-06-26-UCL_software_carpentry,2019-04-08-UCL_software_carpentry,2019-07-09-rslondon,2019-09-25-UCL_software_carpentry,2020-02-18-UCL,2021-07-19-UCL-software-carpentry-online","2018-06-26,2019-04-08,2019-07-09,2019-09-25,2020-02-18,2021-07-19","{2018: 1, 2019: 3, 2020: 1, 2021: 1}","['Mathematics/statistics', 'Computer science/electrical engineering']",['swc-instructor'],['2019-12-08'],2019-12-08,,,,2019-12-08,2019,,,,
University of Sheffield,UNIVERSITY OF SHEFFIELD,53.381409,-1.488709,United Kingdom,GB,Yorkshire and The Humber,,,,"['Chemistry', 'Library and information science', 'Computer science/electrical engineering']",['swc-instructor'],['2019-01-30'],2019-01-30,,,,2019-01-30,2019,,,,
Imperial College London,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",51.500506,-0.17819400000000002,United Kingdom,GB,London,,,,"['Medicine', 'Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2017-11-27'],2017-11-27,,,,2017-11-27,2017,London Heathrow,LHR,51.4775,-0.46138900000000005
Imperial College London,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",51.500506,-0.17819400000000002,United Kingdom,GB,London,"2018-09-24-Imperial,2018-06-14-Imperial,2019-11-14-Imperial","2018-09-24,2018-06-14,2019-11-14","{2018: 2, 2019: 1}","['Education', 'Chemistry', 'Physics']",['swc-instructor'],['2018-02-05'],2018-02-05,,,,2018-02-05,2018,Birmingham,BHX,52.453610999999995,-1.7477779999999998
Imperial College London,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",51.500506,-0.17819400000000002,United Kingdom,GB,London,,,,,['swc-instructor'],['2017-12-12'],2017-12-12,,,,2017-12-12,2017,,,,
"National Heart & Lung Institute, Imperial College","IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",51.500506,-0.17819400000000002,United Kingdom,GB,London,"2018-09-24-Imperial,2021-12-08-rslondon-python-online","2018-09-24,2021-12-08","{2018: 1, 2021: 1}","['Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2018-02-05'],2018-02-05,,,,2018-02-05,2018,London Heathrow,LHR,51.4775,-0.46138900000000005
Imperial College London,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",51.500506,-0.17819400000000002,United Kingdom,GB,London,"2018-09-24-Imperial,2019-10-10-Imperial,2019-04-15-Imperial,2018-06-14-Imperial,2018-03-19-Imperial","2018-09-24,2019-10-10,2019-04-15,2018-06-14,2018-03-19","{2018: 3, 2019: 2}","['Genetics', ' genomics', ' bioinformatics']",['dc-instructor'],['2017-12-13'],,2017-12-13,,,2017-12-13,2017,London Heathrow,LHR,51.4775,-0.46138900000000005
Imperial College London,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",51.500506,-0.17819400000000002,United Kingdom,GB,London,2018-09-24-Imperial,2018-09-24,{2018: 1},['Computer science/electrical engineering'],['swc-instructor'],['2018-01-24'],2018-01-24,,,,2018-01-24,2018,London Heathrow,LHR,51.4775,-0.46138900000000005
Imperial College London,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",51.500506,-0.17819400000000002,United Kingdom,GB,London,,,,"['Mathematics/statistics', 'Chemistry', 'Genetics', ' genomics', ' bioinformatics', 'Education', 'High performance computing']",['swc-instructor'],['2018-02-06'],2018-02-06,,,,2018-02-06,2018,London Heathrow,LHR,51.4775,-0.46138900000000005
University of Southampton,THE UNIVERSITY OF SOUTHAMPTON,50.93418,-1.395675,United Kingdom,GB,South East,,,,"['High performance computing', 'Computer science/electrical engineering']",['swc-instructor'],['2018-03-07'],2018-03-07,,,,2018-03-07,2018,Southampton,SOU,50.95,-1.356667
University of Southampton,THE UNIVERSITY OF SOUTHAMPTON,50.93418,-1.395675,United Kingdom,GB,South East,"2018-04-16-maxplanck,2019-02-14-elixir-luxembourg","2018-04-16,2019-02-11","{2018: 1, 2019: 1}","['Space sciences', 'Physics']",['swc-instructor'],['2018-02-01'],2018-02-01,,,,2018-02-01,2018,Southampton,SOU,50.95,-1.356667
Imperial College London,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",51.500506,-0.17819400000000002,United Kingdom,GB,London,2018-11-07-Imperial,2018-11-07,{2018: 1},['Physics'],['swc-instructor'],['2018-02-05'],2018-02-05,,,,2018-02-05,2018,London Heathrow,LHR,51.4775,-0.46138900000000005
"Cancer Research UK Cambridge Institute, Univeristy of Cambridge",UNIVERSITY OF CAMBRIDGE,52.205317,0.11664200000000001,United Kingdom,GB,Eastern,2019-01-15-CRUK-Cambridge-DCinR,2019-01-15,{2019: 1},"['Computer science/electrical engineering', 'Genetics', ' genomics', ' bioinformatics', 'Organismal biology (ecology', ' botany', ' zoology', ' microbiology)', 'Mathematics/statistics']",['dc-instructor'],['2018-03-01'],,2018-03-01,,,2018-03-01,2018,Norwich,NWI,52.675833,1.282778
"Department of Chemistry and Cancer Research UK - Cambridge Institute, University of Cambridge",UNIVERSITY OF CAMBRIDGE,52.205317,0.11664200000000001,United Kingdom,GB,Eastern,2018-06-28-cambridge,2018-06-28,{2018: 1},"['Chemistry', 'Genetics', ' genomics', ' bioinformatics', 'Computer science/electrical engineering', 'Mathematics/statistics', 'High performance computing']",['dc-instructor'],['2018-05-23'],,2018-05-23,,,2018-05-23,2018,Stansted,STN,51.885,0.235
Imperial College London,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",51.500506,-0.17819400000000002,United Kingdom,GB,London,2018-03-19-Imperial,2018-03-19,{2018: 1},"['Planetary sciences (geology', ' climatology', ' oceanography', ' etc.)', 'High performance computing', 'Mathematics/statistics', 'Computer science/electrical engineering']",['swc-instructor'],['2018-03-20'],2018-03-20,,,,2018-03-20,2018,London Heathrow,LHR,51.4775,-0.46138900000000005
University of Exeter,UNIVERSITY OF EXETER,50.735199,-3.5343699999999996,United Kingdom,GB,South West,,,,"['Mathematics/statistics', 'Computer science/electrical engineering', 'Planetary sciences (geology', ' climatology', ' oceanography', ' etc.)', 'Physics']",['swc-instructor'],['2018-05-07'],2018-05-07,,,,2018-05-07,2018,,,,
King's College London,KING'S COLLEGE LONDON,51.510734,-0.11691199999999999,United Kingdom,GB,London,"2018-06-27-SpanishSWC,2018-11-01-london-kcl,2019-04-01-elxir-csc,2019-04-29-KCL,2019-06-03-KCL,2020-10-06-KCL-DTP,2021-03-15-unix-KCL,2021-11-16-KCL","2018-06-27,2018-11-01,2019-04-01,2019-04-29,2019-06-03,2020-10-05,2021-03-15,2021-11-16","{2018: 2, 2019: 3, 2020: 1, 2021: 2}",,['swc-instructor'],['2018-07-18'],2018-07-18,,,,2018-07-18,2018,London Heathrow,LHR,51.4775,-0.46138900000000005
University of Birmingham,UNIVERSITY OF BIRMINGHAM,52.448986,-1.930855,United Kingdom,GB,West Midlands,,,,"['Computer science/electrical engineering', 'Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2018-04-25'],2018-04-25,,,,2018-04-25,2018,Birmingham,BHX,52.453610999999995,-1.7477779999999998
"Advanced Research Computing, University of Birmingham",UNIVERSITY OF BIRMINGHAM,52.448986,-1.930855,United Kingdom,GB,West Midlands,"2018-09-24-python,2019-01-07-bham,2019-02-11-bham,2019-06-03-bham,2019-05-15-bham","2018-09-24,2019-01-07,2019-02-11,2019-06-03,2019-05-15","{2018: 1, 2019: 4}","['Genetics', ' genomics', ' bioinformatics', 'Mathematics/statistics', 'Computer science/electrical engineering', 'High performance computing']",['swc-instructor'],['2018-05-01'],2018-05-01,,,,2018-05-01,2018,Birmingham,BHX,52.453610999999995,-1.7477779999999998
University of Manchester,THE UNIVERSITY OF MANCHESTER,53.467943000000005,-2.233222,United Kingdom,GB,North West,"2018-11-30-Manchester,2019-07-04-parma,2019-12-11-durham,2019-11-18-manchester,2020-06-22-UD-INBRE,2020-08-14-international,2020-11-12-cilip-mdg,2021-06-08-manchester-online,2021-07-13-manchester-online,2021-09-14-manchester-online","2018-11-30,2019-07-04,2019-12-11,2019-11-18,2020-06-22,2020-08-14,2020-11-12,2021-06-08,2021-07-13,2021-09-14","{2018: 1, 2019: 3, 2020: 3, 2021: 3}",,['swc-instructor'],['2018-05-23'],2018-05-23,,,,2018-05-23,2018,,,,
University of Leeds,UNIVERSITY OF LEEDS,53.808493999999996,-1.552797,United Kingdom,GB,Yorkshire and The Humber,,,,"['High performance computing', 'Computer science/electrical engineering']",['swc-instructor'],['2018-06-07'],2018-06-07,,,,2018-06-07,2018,Leeds,LBA,53.865832999999995,-1.6605560000000001
