institution,normalised_institution,latitude,longitude,country,country_code,region,taught_workshops,taught_workshop_dates,taught_workshops_per_year,domains,badges,badges_dates,swc-instructor,dc-instructor,lc-instructor,trainer,earliest_badge_awarded,year_earliest_badge_awarded,airport,airport_code,airport_latitude,airport_longitude
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,,,,['Humanities'],['swc-instructor'],['2021-09-15'],2021-09-15,,,,2021-09-15,2021,London Heathrow,LHR,51.4775,-0.46138900000000005
Durham University,DURHAM UNIVERSITY,,,United Kingdom,GB,North East,,,,['Computer science/electrical engineering'],['swc-instructor'],['2021-10-21'],2021-10-21,,,,2021-10-21,2021,Newcastle,NCL,55.0375,-1.6916669999999998
The James Hutton Institute,THE JAMES HUTTON INSTITUTE,57.133131000000006,-2.158366,United Kingdom,GB,Scotland,,,,"['Mathematics/statistics', 'Computer science/electrical engineering']",['swc-instructor'],['2021-10-11'],2021-10-11,,,,2021-10-11,2021,,,,
"Institute of Genetics and Cancer, University of Edinburgh","INSTITUTE OF GENETICS AND CANCER, UNIVERSITY OF EDINBURGH",,,United Kingdom,GB,,,,,"['Mathematics/statistics', 'Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2021-07-15'],2021-07-15,,,,2021-07-15,2021,,,,
University of York,UNIVERSITY OF YORK,53.948437,-1.053553,United Kingdom,GB,Yorkshire and The Humber,,,,"['Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2021-10-11'],2021-10-11,,,,2021-10-11,2021,,,,
University of York,UNIVERSITY OF YORK,53.948437,-1.053553,United Kingdom,GB,Yorkshire and The Humber,,,,"['High performance computing', 'Organismal biology (ecology', ' botany', ' zoology', ' microbiology)', 'Genetics', ' genomics', ' bioinformatics']",['dc-instructor'],['2021-11-17'],,2021-11-17,,,2021-11-17,2021,,,,
The University of Manchester,THE UNIVERSITY OF MANCHESTER,53.467943000000005,-2.233222,United Kingdom,GB,North West,,,,"['Physics', 'High performance computing']",['swc-instructor'],['2021-10-06'],2021-10-06,,,,2021-10-06,2021,,,,
University of York,UNIVERSITY OF YORK,53.948437,-1.053553,United Kingdom,GB,Yorkshire and The Humber,,,,['Computer science/electrical engineering'],['dc-instructor'],['2021-08-25'],,2021-08-25,,,2021-08-25,2021,,,,
University College London,UNIVERSITY COLLEGE LONDON,51.524774,-0.133401,United Kingdom,GB,London,,,,['Mathematics/statistics'],['swc-instructor'],['2021-11-30'],2021-11-30,,,,2021-11-30,2021,,,,
University of Cambridge,UNIVERSITY OF CAMBRIDGE,52.205317,0.11664200000000001,United Kingdom,GB,Eastern,,,,"['Genetics', ' genomics', ' bioinformatics', 'Psychology/neuroscience', 'Organismal biology (ecology', ' botany', ' zoology', ' microbiology)']",['swc-instructor'],['2021-10-23'],2021-10-23,,,,2021-10-23,2021,,,,
STFC,STFC,,,United Kingdom,GB,,2021-10-05-ral-online,2021-10-05,{2021: 1},"['Computer science/electrical engineering', 'Physics']",['swc-instructor'],['2021-08-25'],2021-08-25,,,,2021-08-25,2021,,,,
University of Bristol,UNIVERSITY OF BRISTOL,51.459064,-2.6032919999999997,United Kingdom,GB,South West,,,,"['High performance computing', 'Organismal biology (ecology', ' botany', ' zoology', ' microbiology)', 'Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2021-08-25'],2021-08-25,,,,2021-08-25,2021,Bristol,BRS,51.3825,-2.718889
"University College London, UK","UNIVERSITY COLLEGE LONDON, UK",,,United Kingdom,GB,,2021-07-19-UCL-software-carpentry-online,2021-07-19,{2021: 1},"['Education', 'Computer science/electrical engineering']",['swc-instructor'],['2021-11-04'],2021-11-04,,,,2021-11-04,2021,,,,
"MRC Institute of Genetics and Cancer, University of Edinburgh","MRC INSTITUTE OF GENETICS AND CANCER, UNIVERSITY OF EDINBURGH",,,United Kingdom,GB,Scotland,,,,"['Genetics', ' genomics', ' bioinformatics']",['dc-instructor'],['2021-11-16'],,2021-11-16,,,2021-11-16,2021,Edinburgh,EDI,55.95,-3.3725
University of Birmingham,UNIVERSITY OF BIRMINGHAM,52.448986,-1.930855,United Kingdom,GB,West Midlands,,,,,['swc-instructor'],['2021-11-17'],2021-11-17,,,,2021-11-17,2021,,,,
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,,,,"['Social sciences', 'Psychology/neuroscience']",['dc-instructor'],['2021-11-05'],,2021-11-05,,,2021-11-05,2021,,,,
Cambridgeshire and Peterborough NHS Foundation Trust,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,,,United Kingdom,GB,,,,,['Library and information science'],['lc-instructor'],['2021-11-03'],,,2021-11-03,,2021-11-03,2021,,,,
NHS HEE,NHS HEE,,,United Kingdom,GB,,,,,['Library and information science'],['lc-instructor'],['2021-10-06'],,,2021-10-06,,2021-10-06,2021,,,,
